H,SFO,3,-125,-134,-1.5(+160)
V,ARI,3,7.5o20,8o15,+1.5(-130)
H,LOS,1,-185,-196,-1.5(+110)
V,DET,4,8.5u15,9.5u25,+1.5(-110)
H,CLE,1,-180,-219,-1.5(-110)
V,BAL,11,8.5,8o15,+1.5(-220)
H,TOR,4,-124,-108,-1.5(+184)
V,LAA,0,9u20,8.5,+1.5(-210)
H,KAN,1,-120,-112,-1.5(+176)
V,TAM,5,9u20,9.5o19,+1.5(-125)
H,BOS,7,-145,-186,-1.5(+105)
V,TEX,7,-120,-111,+1.5(-230)
H,SEA,8,7.5,8o20,-1.5(+192)
V,CWS,3,8.5u20,9.5,+1.5(-151)
H,MIN,1,-140,-159,-1.5(+131)
V,STL,3,8.5u20,8.5o15,+1.5(-175)
H,NYY,9,-130,-137,-1.5(+151)
V,PIT,1,8o20,8,+1.5(-211)
H,STL,2,-130,-113,-1.5(+177)
V,SDG,4,8.5,8.5,+1.5(-160)
H,ATL,5,-145,-155,-1.5(+140)
V,MIL,6,7.5u30,6.5,+1.5(-130)
H,CUB,3,-180,-205,-1.5(+110)
V,ARI,4,7.5,7.5u15,+1.5(-155)
H,LOS,2,-165,-161,-1.5(+135)
V,TAM,3,9.5o20,10,+1.5(-175)
H,BOS,4,-145,-128,-1.5(+151)
V,CWS,4,8.5u15,8.5u15,+1.5(-145)
H,NYY,7,-145,-170,-1.5(+125)
V,CLE,3,-145,-141,-1.5(+120)
H,MIN,1,8.5o20,8.5,+1.5(-140)
V,LAA,0,9u20,8.5u20,+1.5(-155)
H,HOU,3,-140,-155,-1.5(+135)
V,TEX,7,8o20,7.5o15,+1.5(-175)
H,OAK,0,-135,-145,-1.5(+151)
V,MIA,1,8.5u20,8.5u20,+1.5(-180)
H,SEA,6,-125,-132,-1.5(+155)
V,WAS,3,-160,-174,-1.5(-120)
H,ATL,1,8u20,8u15,+1.5(+100)
V,PHI,6,8.5u20,7.5o20,+1.5(-130)
H,NYM,2,-155,-195,-1.5(+110)
V,MIL,7,9.5o15,9u20,+1.5(-140)
H,CUB,9,-182,-175,-1.5(+120)
V,PIT,1,8,8u15,+1.5(-180)
H,STL,2,-130,-137,-1.5(+155)
V,ARI,11,8,-124,-1.5(+135)
H,SDG,2,-108,8,+1.5(-155)
V,COL,4,8u20,7.5u20,+1.5(-145)
H,LOS,3,-165,-183,-1.5(+125)
V,CWS,4,8.5u20,7u25,+1.5(-135)
H,NYY,1,-155,-181,-1.5(+115)
V,BOS,8,8.5u15,8.5o20,+1.5(-120)
H,TOR,7,-155,-175,-1.5(+100)
V,DET,1,-116,7.5o20,+1.5(-205)
H,TAM,5,8,-115,-1.5(+172)
V,LAA,5,8.5o20,8.5,+1.5(-155)
H,HOU,2,-165,-146,-1.5(+135)
V,CLE,11,-115,-121,-1.5(+140)
H,MIN,4,9u15,9u25,+1.5(-160)
V,TEX,2,-120,-138,-1.5(+120)
H,OAK,4,7,7u20,+1.5(-140)
V,BAL,3,-155,-152,-1.5(+106)
H,CIN,9,9,9u14,+1.5(-126)
V,SFO,2,9,9.5,+1.5(-195)
H,KAN,1,-125,-120,-1.5(+166)
V,MIA,5,8.5,-110,-1.5(+148)
H,SEA,0,-115,8.5u15,+1.5(-170)
V,PIT,1,7.5o15,8u20,+1.5(-200)
H,STL,2,-114,-124,-1.5(+170)
V,MIL,4,7.5u15,6.5o20,+1.5(-130)
H,CUB,7,-210,-205,-1.5(+110)
V,PHI,4,8u20,7o15,+1.5(-185)
H,NYM,5,-131,-142,-1.5(+160)
V,WAS,14,8,-110,-1.5(+151)
H,ATL,4,-112,8.5,+1.5(-175)
V,ARI,0,-135,-130,-1.5(+130)
H,SDG,1,7.5u30,7,+1.5(-150)
V,COL,2,6.5u20,6,+1.5(-115)
H,LOS,4,-335,-250,-1.5(-105)
V,TEX,1,8.5o20,8.5u15,+1.5(-200)
H,OAK,9,-107,-119,-1.5(+170)
V,BOS,0,-110,-113,-1.5(+140)
H,TOR,3,8.5o20,8,+1.5(-160)
V,CWS,1,8.5u15,7.5,+1.5(-105)
H,NYY,9,-200,-235,-1.5(-115)
V,DET,7,7.5u20,7.5o15,+1.5(-135)
H,TAM,8,-167,-180,-1.5(+115)
V,LAA,1,8.5,8.5u20,+1.5(-140)
H,HOU,5,-180,-175,-1.5(+120)
V,MIA,5,7.5o15,8u20,+1.5(-160)
H,SEA,10,-155,-145,-1.5(+140)
V,BAL,2,-120,-105,+1.5(-215)
H,CIN,0,9.5u20,9u13,-1.5(+180)
V,SFO,0,-140,-121,-1.5(+140)
H,KAN,2,7.5u30,7.5o20,+1.5(-160)
V,WAS,3,-166,-162,-1.5(+105)
H,ATL,2,7.5,8u20,+1.5(-125)
V,PHI,6,6.5u15,6.5u20,+1.5(-153)
H,NYM,4,-175,-187,-1.5(+132)
V,STL,5,-132,-125,-1.5(+125)
H,MIL,7,8o20,8.5o15,+1.5(-145)
V,ARI,1,-110,-106,-1.5(+151)
H,SDG,4,7.5u15,8o15,+1.5(-175)
V,BOS,4,-136,-187,-1.5(-118)
H,TOR,1,7.5o15,7o15,+1.5(-102)
V,CLE,6,-141,-107,-1.5(+148)
H,MIN,2,8u20,8o15,+1.5(-170)
V,DET,1,-105,8o20,+1.5(-190)
H,TAM,8,8u20,-128,-1.5(+163)
V,KAN,0,-125,-116,-1.5(+140)
H,TEX,1,9u20,8.5o20,+1.5(-160)
V,LAA,1,8.5,7.5,+1.5(-150)
H,HOU,2,-171,-165,-1.5(+130)
V,SEA,6,-175,-147,-1.5(+110)
H,OAK,9,8u20,7o25,+1.5(-130)
V,BAL,2,-126,-112,-1.5(+140)
H,CIN,1,9o20,8.5,+1.5(-160)
V,ATL,3,8,8u20,-1.5(+148)
H,PHI,4,-126,-101,+1.5(-170)
V,WAS,4,6.5o20,7,+1.5(-205)
H,NYM,3,-145,-121,-1.5(+172)
V,CUB,6,-166,-167,-1.5(-106)
H,CIN,5,8.5,8u20,+1.5(-114)
V,STL,6,8.5,-105,-1.5(+151)
H,MIL,3,-110,8.5o20,+1.5(-175)
V,SFO,5,-106,-125,-1.5(+130)
H,COL,6,10.5,9o15,+1.5(-150)
V,LOS,5,-132,-141,-1.5(+110)
H,ARI,13,9.5,9.5,+1.5(-130)
V,MIA,3,-126,-101,+1.5(-220)
H,SDG,5,7.5,8u15,-1.5(+184)
V,BOS,0,8.5o20,-105,+1.5(-210)
H,BAL,2,-127,8,-1.5(+176)
V,HOU,6,8,-114,-1.5(+140)
H,TAM,3,-109,8.5u20,+1.5(-160)
V,KAN,2,9,8.5o20,+1.5(-165)
H,TEX,6,-149,-144,-1.5(+144)
V,CLE,3,-149,-161,-1.5(+100)
H,CWS,0,7.5o20,7u15,+1.5(-120)
V,DET,3,-119,-135,-1.5(+120)
H,MIN,6,7.5o20,8o20,+1.5(-140)
V,TOR,8,9u20,8.5o15,+1.5(-160)
H,LAA,7,-124,-148,-1.5(+140)
V,SEA,1,7.5,8o18,+1.5(-210)
H,OAK,3,-121,-119,-1.5(+176)
V,NYY,3,-105,-105,+1.5(-225)
H,PIT,6,8,7.5o20,-1.5(+188)
V,CUB,12,-171,-173,-1.5(-110)
H,CIN,8,8o20,7.5,+1.5(-110)
V,WAS,3,7u15,6.5o25,+1.5(-220)
H,NYM,1,-122,-114,-1.5(+184)
V,ATL,3,8o20,7.5u20,+1.5(-210)
H,PHI,4,-126,-112,-1.5(+176)
V,STL,4,-112,9u15,+1.5(-210)
H,MIL,1,8.5o20,-114,-1.5(+176)
V,LOS,5,9o20,-116,-1.5(+140)
H,ARI,11,-106,9.5u20,+1.5(-160)
V,SFO,3,11u20,-117,-1.5(+140)
H,COL,12,-116,10.5o20,+1.5(-160)
V,MIA,6,-117,-125,-1.5(+120)
H,SDG,3,8u15,8.5u15,+1.5(-140)
V,HOU,3,-107,-119,-1.5(+139)
H,TAM,6,8.5u20,8.5u20,+1.5(-159)
V,CLE,7,-185,-235,-1.5(-137)
H,CWS,0,8.5u20,8u20,+1.5(+117)
V,DET,5,-106,9.5u20,+1.5(-195)
H,MIN,4,9o20,-126,-1.5(+166)
V,SEA,3,8o20,8u20,+1.5(-200)
H,OAK,4,-121,-121,-1.5(+170)
V,KAN,1,9,-115,-1.5(+135)
H,TEX,2,-122,8.5,+1.5(-155)
V,BOS,2,9.5u20,8.5u25,+1.5(-205)
H,BAL,4,-116,-109,-1.5(+172)
V,TOR,4,9,9u20,+1.5(-150)
H,LAA,5,-141,-156,-1.5(+130)
V,NYY,11,7o20,-116,-1.5(+140)
H,PIT,5,-119,6.5o25,+1.5(-160)
V,CUB,5,-166,-180,-1.5(-117)
H,CIN,7,9o20,9.5u20,+1.5(-103)
V,ATL,2,8.5u20,-105,+1.5(-220)
H,PHI,5,-109,8.5u15,-1.5(+184)
V,STL,6,-110,-114,-1.5(+144)
H,MIL,4,8.5o15,8.5u19,+1.5(-165)
V,SFO,0,-109,11.5o12,+1.5(-195)
H,COL,8,11o15,-109,-1.5(+166)
V,LOS,6,-125,-155,-1.5(+102)
H,ARI,2,9o20,9o25,+1.5(-122)
V,MIA,7,-111,-118,-1.5(+130)
H,SDG,3,8.5u20,9u30,+1.5(-150)
V,WAS,6,-150,-153,-1.5(+110)
H,NYM,3,7u20,7u20,+1.5(-130)
V,HOU,6,8.5o20,-121,-1.5(+135)
H,TAM,4,-115,8.5u20,+1.5(-155)
V,CLE,2,-170,-195,-1.5(-120)
H,CWS,6,8.5,8,+1.5(+100)
V,BOS,6,9,8,+1.5(-210)
H,BAL,2,-126,-113,-1.5(+176)
V,DET,13,-109,8.5u20,+1.5(-210)
H,MIN,4,8.5o20,-114,-1.5(+176)
V,TOR,6,-126,-122,-1.5(+130)
H,LAA,2,8.5u20,8o15,+1.5(-150)
V,SEA,11,8,8.5u20,+1.5(-190)
H,OAK,1,-126,-123,-1.5(+163)
V,KAN,2,8.5,8o15,+1.5(-119)
H,TEX,5,-161,-200,-1.5(-101)
V,NYY,1,8u14,-108,-1.5(+148)
H,PIT,2,-130,7.5,+1.5(-170)
V,CUB,14,-117,-138,-1.5(+125)
H,PIT,3,8.5u20,8u15,+1.5(-145)
V,CIN,7,-111,-105,-1.5(+148)
H,MIL,11,8.5o17,8.5o15,+1.5(-170)
V,WAS,4,-120,12u20,+1.5(-140)
H,COL,8,11o20,-155,-1.5(+120)
V,SDG,6,9.5u20,9o25,+1.5(-152)
H,ARI,7,-172,-158,-1.5(+132)
V,LOS,1,-120,-138,-1.5(+120)
H,SFO,2,8,8u20,+1.5(-140)
V,KAN,1,8,-107,-1.5(+148)
H,CWS,12,-106,7.5u20,+1.5(-170)
V,MIN,3,9.5u20,10,+1.5(-160)
H,TEX,2,-126,-144,-1.5(+140)
V,TAM,3,-120,-126,-1.5(+135)
H,BAL,6,8.5u20,7.5o15,+1.5(-155)
V,TOR,1,8.5u20,8u20,+1.5(-185)
H,LAA,2,-122,-131,-1.5(+160)
V,CUB,1,-115,-123,-1.5(+144)
H,PIT,0,7.5,7.5u25,+1.5(-165)
V,CIN,1,9u20,9u20,+1.5(-185)
H,MIL,9,-127,-125,-1.5(+160)
V,WAS,15,-125,-117,-1.5(+125)
H,COL,12,11.5u20,10.5u25,+1.5(-145)
V,SDG,3,9.5u20,10o25,+1.5(-170)
H,ARI,9,-136,-134,-1.5(+148)
